,rating
2018-08,0.1976190476190476
2018-07,-0.02830687830687832
2018-06,0.27999999999999997
2018-05,0.1
2018-04,-0.0773809523809524
2018-03,0.07581168831168832
2018-02,0.13496632996632998
2018-01,0.010383597883597889
2017-12,0.06274419191919194
2017-11,0.09035894660894661
2017-10,0.04498834498834498
2017-09,0.019445797258297263
2017-08,0.00023284313725489183
