Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-01-31,99.20052631578949,100.57420526315788,96.98190000000001,98.9821052631579,41721531.578947365,0.0,1.0,99.20052631578949,100.57420526315788,96.98190000000001,98.9821052631579,41721531.578947365
2016-02-29,106.00699999999999,107.88104000000001,104.0165,105.921,43707631.75,0.0,1.0,106.00699999999999,107.88104000000001,104.0165,105.921,43707631.75
2016-03-31,110.5490909090909,111.58904090909091,109.56559545454546,110.7804545454545,23688361.954545453,0.0,1.0,110.5490909090909,111.58904090909091,109.56559545454546,110.7804545454545,23688361.954545453
2016-04-30,112.18309523809523,113.13640476190477,110.6107761904762,111.9342857142857,35314946.0,0.0,1.0,112.18309523809523,113.13640476190477,110.6107761904762,111.9342857142857,35314946.0
2016-05-31,118.34047619047617,119.20105238095238,117.37255714285718,118.4647619047619,21931427.904761903,0.0,1.0,118.34047619047617,119.20105238095238,117.37255714285718,118.4647619047619,21931427.904761903
2016-06-30,115.37613636363636,116.80791818181818,114.45409090909092,115.27863636363637,20507065.545454547,0.0,1.0,115.37613636363636,116.80791818181818,114.45409090909092,115.27863636363637,20507065.545454547
2016-07-31,119.09450000000001,120.05499999999998,117.95200000000003,119.16749999999999,23505423.65,0.0,1.0,119.09450000000001,120.05499999999998,117.95200000000003,119.16749999999999,23505423.65
2016-08-31,124.35608695652172,125.07313043478261,123.70558260869564,124.46913043478263,15898735.347826088,0.0,1.0,124.35608695652172,125.07313043478261,123.70558260869564,124.46913043478263,15898735.347826088
2016-09-30,128.32285714285715,129.2187619047619,127.58431904761905,128.51333333333335,17932479.19047619,0.0,1.0,128.32285714285715,129.2187619047619,127.58431904761905,128.51333333333335,17932479.19047619
2016-10-31,129.83190476190478,130.5167380952381,128.968019047619,129.7095238095238,14918312.523809524,0.0,1.0,129.83190476190478,130.5167380952381,128.968019047619,129.7095238095238,14918312.523809524
2016-11-30,121.25169523809527,122.34592857142859,119.22969047619047,120.68476190476188,31171529.76190476,0.0,1.0,121.25169523809527,122.34592857142859,119.22969047619047,120.68476190476188,31171529.76190476
2016-12-31,118.20309523809523,119.1098095238095,117.10656666666667,118.04190476190476,19463255.14285714,0.0,1.0,118.20309523809523,119.1098095238095,117.10656666666667,118.04190476190476,19463255.14285714
2017-01-31,126.2385,127.41,125.49533499999998,126.81750000000002,18950240.2,0.0,1.0,126.2385,127.41,125.49533499999998,126.81750000000002,18950240.2
2017-02-28,133.63881578947368,134.62043684210528,132.78700000000003,133.83052631578946,20247401.315789472,0.0,1.0,133.63881578947368,134.62043684210528,132.78700000000003,133.83052631578946,20247401.315789472
2017-03-31,139.14521739130436,139.97619999999998,138.60976086956518,139.40826086956525,14873853.56521739,0.0,1.0,139.14521739130436,139.97619999999998,138.60976086956518,139.40826086956525,14873853.56521739
2017-04-30,142.8284210526316,143.67466842105264,142.14520000000002,142.96526315789473,14385824.263157895,0.0,1.0,142.8284210526316,143.67466842105264,142.14520000000002,142.96526315789473,14385824.263157895
2017-05-31,150.32704545454544,151.12181818181818,149.25734545454546,150.23409090909092,17728933.681818184,0.0,1.0,150.32704545454544,151.12181818181818,149.25734545454546,150.23409090909092,17728933.681818184
2017-06-30,152.1127272727273,153.26365454545453,150.49125454545455,152.0809090909091,18441160.59090909,0.0,1.0,152.1127272727273,153.26365454545453,150.49125454545455,152.0809090909091,18441160.59090909
2017-07-31,160.1655,161.665625,158.841,160.5325,20145554.55,0.0,1.0,160.1655,161.665625,158.841,160.5325,20145554.55
2017-08-31,169.08565217391305,170.11260869565217,167.86173913043476,169.15913043478264,12931684.217391305,0.0,1.0,169.08565217391305,170.11260869565217,167.86173913043476,169.15913043478264,12931684.217391305
2017-09-30,170.767,171.79044000000002,169.18899999999996,170.58499999999998,15023582.55,0.0,1.0,170.767,171.79044000000002,169.18899999999996,170.58499999999998,15023582.55
2017-10-31,173.39545454545456,174.49568181818188,172.19045454545457,173.30681818181822,14083493.590909092,0.0,1.0,173.39545454545456,174.49568181818188,172.19045454545457,173.30681818181822,14083493.590909092
2017-11-30,179.644,180.76413499999998,178.31600000000003,179.70350000000002,16149375.1,0.0,1.0,179.644,180.76413499999998,178.31600000000003,179.70350000000002,16149375.1
2017-12-31,177.50449999999998,178.94551,176.04750499999997,177.41649999999998,15425291.4,0.0,1.0,177.50449999999998,178.94551,176.04750499999997,177.41649999999998,15425291.4
2018-01-31,184.3647619047619,186.21095238095236,182.92475714285715,184.96285714285713,22139037.095238097,0.0,1.0,184.3647619047619,186.21095238095236,182.92475714285715,184.96285714285713,22139037.095238097
2018-02-28,180.7215789473684,183.1314052631579,177.75664210526315,180.3342052631579,26203673.52631579,0.0,1.0,180.7215789473684,183.1314052631579,177.75664210526315,180.3342052631579,26203673.52631579
2018-03-31,175.56000000000003,178.01302631578946,172.40684210526314,175.2857894736842,45451677.315789476,0.0,1.0,175.56000000000003,178.01302631578946,172.40684210526314,175.2857894736842,45451677.315789476
