Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2010-12-31,34.50590909090909,34.83863636363637,34.248636363636365,34.59272727272728,16924209.09090909,0.0,1.0,29.564975455938363,29.85005919698059,29.344541852891908,29.63936206049992,16924209.09090909
2011-01-31,38.02150000000001,38.45588,37.4715,37.942499999999995,17674975.0,0.0,1.0,32.57716559028775,32.949346308805204,32.105920608510054,32.50947767472335,17674975.0
2011-02-28,35.99315789473684,36.27052631578948,35.27736842105263,35.75263157894737,16422494.736842105,0.0,1.0,30.8392637022268,31.076915477726107,30.225968797712373,30.63317857622442,16422494.736842105
2011-03-31,31.900000000000002,32.21345217391304,31.358682608695652,31.77608695652174,15826526.086956521,0.0,1.0,27.332208943102614,27.60077760489148,26.868403299100645,27.226039125073736,15826526.086956521
2011-04-30,31.297500000000003,31.67875,30.86375,31.330000000000002,15230505.0,0.0,1.0,26.815981485791703,27.142639939069397,26.44434055698075,26.843827780169455,15230505.0
2011-05-31,31.511904761904766,31.863709523809533,31.18857142857143,31.53,13099728.57142857,0.0,1.0,26.999685427822286,27.301114934391524,26.72265049914095,27.015189591724948,13099728.57142857
2011-06-30,29.50136363636363,29.867981818181814,29.127499999999998,29.465909090909086,16260845.454545455,0.0,1.0,25.277035580424545,25.59115735935227,24.95670583041455,25.246657804739637,16260845.454545455
2011-07-31,30.023999999999994,30.359,29.615249999999996,29.914499999999997,10974200.0,0.0,1.0,25.72483515071205,26.011866185067497,25.374614448345447,25.6310145588855,10974200.0
2011-08-31,24.725217391304355,25.14782608695652,23.984347826086957,24.601739130434783,19316304.347826086,0.0,1.0,21.184790216387654,21.546885174718,20.5500064622777,21.078992924036132,19316304.347826086
2011-09-30,21.84738095238095,22.226166666666668,21.302380952380958,21.743809523809524,11699738.095238095,0.0,1.0,18.719033888715856,19.043580919672667,18.252072952227145,18.630292950589048,11699738.095238095
2011-10-31,23.34285714285714,23.876404761904766,22.89952380952381,23.520476190476195,13287128.57142857,0.0,1.0,20.000371434406524,20.45751986716219,19.62051941879181,20.152557043240286,13287128.57142857
2011-11-30,22.456190476190475,22.756904761904764,21.92142857142857,22.28095238095238,13242400.0,0.0,1.0,19.240667403177092,19.498322126980195,18.782478559422856,19.090521815909476,13242400.0
2011-12-31,20.594761904761906,20.893571428571427,20.272380952380953,20.519047619047615,9812157.142857144,0.0,1.0,17.645778542771335,17.901801249321476,17.369559622716242,17.580905856968094,9812157.142857144
2012-01-31,23.725,24.127495000000003,23.407999999999998,23.865000000000002,12329775.0,0.0,1.0,20.327794895771444,20.672656257481645,20.056186424455998,20.447748163860396,12329775.0
2012-02-29,26.041000000000004,26.399204999999995,25.62025,26.002,13107120.0,0.0,1.0,22.31216467358415,22.619077962125395,21.9516622625244,22.2787491203309,13107120.0
2012-03-31,25.554545454545462,25.83,25.258213636363635,25.540004545454543,7968636.363636363,0.0,1.0,21.89536601284177,22.131377962393135,21.641466226915817,21.882907230224315,7968636.363636363
2012-04-30,24.113999999999997,24.46,23.77675,24.0435,10255015.0,0.0,1.0,20.661093619246895,20.957549553238,20.37213476451145,20.600688580673697,10255015.0
2012-05-31,22.13090909090909,22.453772727272725,21.857499999999998,22.147272727272732,9568381.818181818,0.0,1.0,18.96196336594164,19.238595854004867,18.727703980372,18.975983877796093,9568381.818181818
2012-06-30,21.273809523809522,21.52614285714286,20.90476190476191,21.16428571428572,8990490.476190476,0.0,1.0,18.227592693433525,18.44379417901281,17.91138935068229,18.13375170139119,8990490.476190476
2012-07-31,19.67333333333333,19.954047619047618,19.42119047619048,19.68952380952381,7742204.761904762,0.0,1.0,16.85629019667629,17.096808739323762,16.640251912822333,16.870162343325998,7742204.761904762
